full_text,username,created_at,clean_text,pred_label,confidence,label
@somexthread Kali ini saya gak setuju dg si @BenniX krn redenominasi Rupiah akan membuat Rp makin cpt terdevaluasi &amp; BI gakan bs menerbitkan Rp baru &amp; menghapuskan Rp lama dlm waktu singkat drpd redenom mendingan smua Rp diganti model baru kl tujuannya agar uang koruptor masuk kedlm sistem,,Wed Nov 12 12:14:30 +0000 2025,kali ini saya enggak setuju dengan sih karena redenominasi rupiah akan membuat rp makin cepat terdevaluasi &amp; bi gakan bisa menerbitkan rp baru &amp; menghapuskan rp lama dalam waktu singkat daripada redenom mendingan semua rp diganti model baru kalo tujuannya agar uang koruptor masuk kedlm sistem,negatif,0.980664849281311,0
setuju bgt redenominasi bikin ekonomi makin stabil https://t.co/43iDOk0UAw,,Tue Nov 11 11:39:34 +0000 2025,setuju banget redenominasi bikin ekonomi makin stabil,positif,0.9964266419410706,1
@txtfromkeuangan malah mikirin kalo ada berita korupsi misal korupnya 900jt pas udh redenominasi beritanya jdi korupsi 900.000 jd keliatan kecil bgt ya wkwk. anw kata juta jadi rebu udh awam bgt dipake oleh beberapa kalangan di Indonesia termasuk tempat kerjaku,,Thu Nov 13 01:39:16 +0000 2025,malah memikirkan kalo ada berita korupsi misal korupnya 900jt pas sudah redenominasi beritanya jadi korupsi 900.000 jadi kelihatan kecil banget ya wkwk. anw kata juta jadi rebu sudah awam banget dipakai oleh beberapa kalangan di indonesia termasuk tempat kerjaku,negatif,0.9957761168479919,0
@_ID_corp @SUARAKRISTEN1 @Giiselje Benar koruptor pintar jarang simpan cash mentah karena risikonya tinggi lebih suka laundry ke aset atas nama orang lain atau investasi. Redenominasi rupiah memang bukan alat utama anti-korupsi tapi proses tukar uang bisa picu scrutiny atas transaksi mencurigakan besar-besaran.,,Wed Nov 12 09:45:38 +0000 2025,benar koruptor pintar jarang simpan cash mentah karena risikonya tinggi lebih suka laundry ke aset atas nama orang lain atau investasi. redenominasi rupiah memang bukan alat utama anti-korupsi tapi proses tukar uang bisa picu scrutiny atas transaksi mencurigakan besar-besaran.,negatif,0.9499555230140686,0
INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Sign the Petition! https://t.co/KplLZJUvHZ lewat @ChangeOrg_ID,,Wed Nov 12 05:18:02 +0000 2025,indonesia mendukung redenominasi purbaya - sign the petition! lewat,netral,0.8986642956733704,2
Menkeu Purbaya Serahkan ke Bank Indonesia soal Waktu Penerapan Redenominasi Rupiah https://t.co/NztsfFPvBC lewat @tribunnews #menkeu #purbaya #bannkindonesia #menterikeuangan #redenominasi #rupiah,,Tue Nov 11 00:29:47 +0000 2025,menkeu purbaya serahkan ke bank indonesia soal waktu penerapan redenominasi rupiah lewat menkeu purbaya bannkindonesia menterikeuangan redenominasi rupiah,netral,0.9806317090988159,2
BI: Redenominasi Rupiah Baru Bisa Berjalan 6 Tahun setelah Aturan Disahkan https://t.co/Uedfj3lCog via @InvestorID,,Tue Nov 18 02:35:17 +0000 2025,bi: redenominasi rupiah baru bisa berjalan 6 tahun setelah aturan disahkan via,netral,0.9802790880203247,2
Membahas Tren Investasi Emas Kripto dan Wacana Redenominasi Rupiah Persiapan untuk Masa Depan,,Tue Jan 06 13:27:39 +0000 2026,membahas tren investasi emas kripto dan wacana redenominasi rupiah persiapan untuk masa depan,netral,0.9798765182495117,2
Wacana ini bukan barang baru. Sudah berkali-kali rencana serupa muncul tapi tak terealisasi. Ada sejumlah hal yang perlu dipertimbangkan. #KompasBrief #AdadiKompas https://t.co/vs4k9kfgJ7,,Wed Nov 12 05:12:24 +0000 2025,wacana ini bukan barang baru. sudah berkali-kali rencana serupa muncul tapi tak terealisasi. ada sejumlah hal yang perlu dipertimbangkan. kompasbrief adadikompas,negatif,0.9375375509262085,0
Redenominasi adalah panggilan moral dan teknis: uang baru lahir dari budaya baru. Jika hanya mengganti nominal tanpa mengubah perilaku kita menukar selembar kertas dengan selembar tipu daya. #RedenominasiRupiah https://t.co/eQPdBqQbDs,,Tue Nov 11 02:56:16 +0000 2025,redenominasi adalah panggilan moral dan teknis: uang baru lahir dari budaya baru. jika hanya mengganti nominal tanpa mengubah perilaku kita menukar selembar kertas dengan selembar tipu daya. redenominasirupiah,negatif,0.9536411166191101,0
Galeri No. RDN009 ~ Apa jadinya jika Rupiah menguat tanpa harus redenominasi ~ Rewind Januari 2025 https://t.co/nJPcMB6AmJ,,Wed Dec 10 01:55:32 +0000 2025,galeri no. rdn009 ~ apa jadinya jika rupiah menguat tanpa harus redenominasi ~ rewind januari 2025,netral,0.9836596250534058,2
Purbaya Target Redenominasi Rupiah Rp 1.000 Jadi Rp 1 Rampung 2027 Apa Untungnya? Wacana redenominasi rupiah kembali mengemuka. https://t.co/xSM9lpY5jg,,Mon Nov 10 08:29:59 +0000 2025,purbaya target redenominasi rupiah rp 1.000 jadi rp 1 rampung 2027 apa untungnya? wacana redenominasi rupiah kembali mengemuka.,netral,0.9313200116157532,2
Danantara Pastikan Redenominasi Rupiah Tak Pengaruhi Investasi Nasional https://t.co/aBUfNU6OoJ via @InvestorID,,Wed Nov 12 05:41:44 +0000 2025,danantara pastikan redenominasi rupiah tak pengaruhi investasi nasional via,netral,0.9828940033912659,2
@SUARAKRISTEN1 @ARSIPAJA Ya pernyataan dari Istana Negara memang menyatakan belum ada rencana konkret untuk redenominasi rupiah dengan mengubah Rp1.000 menjadi Rp1. Wacana itu muncul dari dokumen strategis Kemenkeu 2025-2029 tapi menteri terkait seperti Menkeu Purbaya dan MenPANRB menegaskan masih jauh,,Tue Nov 11 11:36:44 +0000 2025,ya pernyataan dari istana negara memang menyatakan belum ada rencana konkret untuk redenominasi rupiah dengan mengubah rp1.000 menjadi rp1. wacana itu muncul dari dokumen strategis kemenkeu 2025-2029 tapi menteri terkait seperti menkeu purbaya dan menpanrb menegaskan masih jauh,netral,0.9826619625091553,2
@tham878 Karena pendukung TO£O£ anda menyadari kalau hanya ikut² an gak paham masalah dan hanya karena beberapa nilai rupiah!(Pakai nilai seolah sdh redenominasi ). @DokterTifa,,Wed Nov 12 07:45:44 +0000 2025,karena pendukung to£o£ anda menyadari kalau hanya ikut² an enggak paham masalah dan hanya karena beberapa nilai rupiah!(pakai nilai seolah sudah redenominasi ).,negatif,0.9677837491035461,0
Redenominasi: Strategi politik-ekonomi untuk membersihkan peredaran uang gelap di Indonesia memaksa para Koruptor Oknum Pejabat/aparat dan pengusaha nakal yang suka Nimbung uang di ruangan Rahasia keluar dari persembunyianya. https://t.co/giXCbxXnnI,,Mon Nov 10 14:29:55 +0000 2025,redenominasi: strategi politik-ekonomi untuk membersihkan peredaran uang gelap di indonesia memaksa para koruptor oknum pejabat/aparat dan pengusaha nakal yang suka nimbung uang di ruangan rahasia keluar dari persembunyianya.,negatif,0.9319413304328918,0
@simarsmn pemerintah belum redenominasi lu malah duluan bjir. sabar ngapa ngab,,Mon Nov 24 15:52:48 +0000 2025,pemerintah belum redenominasi lu malah duluan bjir. sabar ngapa ngab,negatif,0.9944597482681274,0
Rencana pemerintah untuk melakukan redenominasi rupiah mendapat sambutan positif dari para pelaku usaha ritel..... #Ritel #Redenominasi #TransformasiDigital https://t.co/DB7emrXXCj,,Wed Nov 12 10:44:29 +0000 2025,rencana pemerintah untuk melakukan redenominasi rupiah mendapat sambutan positif dari para pelaku usaha ritel..... ritel redenominasi transformasidigital,netral,0.9814908504486084,2
Redenominasi bikin rakyat lebih aware soal nilai uang edukasi finansial makin gampang. https://t.co/77HI6zFIOc,,Wed Nov 12 05:05:20 +0000 2025,redenominasi bikin rakyat lebih aware soal nilai uang edukasi finansial makin gampang.,positif,0.9630216360092163,1
Redenominasi Rupiah dan Dampaknya terhadap Pembangunan Indonesia https://t.co/8eNNgMardh,,Mon Nov 10 07:07:28 +0000 2025,redenominasi rupiah dan dampaknya terhadap pembangunan indonesia,netral,0.974413275718689,2
@mylippiee after redenominasi,,Wed Nov 26 14:38:25 +0000 2025,after redenominasi,netral,0.9787390828132629,2
@LambeResing Olip udah redenominasi duluan cui,,Sun Nov 16 09:18:37 +0000 2025,olip sudah redenominasi duluan cui,netral,0.932584285736084,2
Dengan redenominasi harga barang tetap sama cuma nolnya aja yang dikurangin biar simpel. https://t.co/qMWUcaVxnC,,Sat Nov 22 10:33:11 +0000 2025,dengan redenominasi harga barang tetap sama cuma nolnya saja yang dikurangin biar simpel.,negatif,0.9876794815063477,0
Beredar Desain Uang Redenominasi Rupiah di Medsos BI: Hoaks https://t.co/oYgJpSJPip via @InvestorID,,Mon Nov 24 07:59:30 +0000 2025,beredar desain uang redenominasi rupiah di medsos bi: hoaks via,netral,0.9801275730133057,2
https://t.co/zVnYyXirPu,,Mon Nov 17 12:25:56 +0000 2025,,positif,0.8911839723587036,1
Galeri No. RDN012 ~ Apa jadinya jika Rupiah menguat tanpa harus redenominasi ~ Pearly gak ada capeknya https://t.co/tYmhbgdWN2,,Sat Dec 13 06:09:34 +0000 2025,galeri no. rdn012 ~ apa jadinya jika rupiah menguat tanpa harus redenominasi ~ pearly enggak ada capeknya,negatif,0.8242188096046448,0
@sharpandshark Berarti penimbun cash legal bakal mendukung redenominasi(?),,Tue Nov 11 04:13:53 +0000 2025,berarti penimbun cash legal bakal mendukung redenominasi(?),netral,0.9786468148231506,2
@NarasiNewsroom 1) Tidak bisa bilang setuju/tidak sebelum baca RUU Redenominasi Rupiah. 2) Apakah Narasi Newsroom sudah baca RUUnya? 3) Kok gampang2 minta Masyarakat utk setuju/tidak.,,Tue Nov 11 08:40:51 +0000 2025,1) tidak bisa bilang setuju/tidak sebelum baca ruu redenominasi rupiah. 2) apakah narasi newsroom sudah baca ruunya? 3) kok gampang2 meminta masyarakat untuk setuju/tidak.,negatif,0.9920312166213989,0
Jujur redenominasi wacana jaman jebot yg mmg oke but there's other important shit yang harus dilakukan rather than this.. negara udah se sekarat ini masih harus ngurus cetak uang baru pergantian sistem belum sosialisasi CBP baru lagi ,,Mon Nov 10 10:52:35 +0000 2025,jujur redenominasi wacana jaman jebot yang memang oke but there's other important shit yang harus dilakukan rather tahan this.. negara sudah se sekarat ini masih harus mengurus cetak uang baru pergantian sistem belum sosialisasi cbp baru lagi,negatif,0.9868863224983215,0
@babay0x redenominasi walletnya,,Tue Nov 25 09:05:52 +0000 2025,redenominasi walletnya,netral,0.9791001677513123,2
 Untuk redenominasi saya rasa dampaknya terhadap investasi tidak terlalu besar ujar Todotua ditemui di Jakarta Investment Award (JIA) 2025 di Jakarta pada Senin (10/11/2025). Baca di sini: https://t.co/R7kjjpNMnn ~TA #Redenominasi #Investasi https://t.co/jWdgrYE1lS,,Mon Nov 10 14:41:58 +0000 2025,untuk redenominasi saya rasa dampaknya terhadap investasi tidak terlalu besar ujar todotua ditemui di jakarta investment award (jia) 2025 di jakarta pada senin (10/11/2025). baca di sini: ~ta redenominasi investasi,positif,0.8381354212760925,1
@es_twr saya sudah melaksakan 100%.*) *) dalam redenominasi,,Tue Nov 11 11:28:25 +0000 2025,saya sudah melaksakan 100%.*) *) dalam redenominasi,netral,0.9813862442970276,2
@amaonster Dia Redenominasi duluaaan,,Sun Nov 23 15:30:41 +0000 2025,dia redenominasi duluaaan,netral,0.9543832540512085,2
@coertysol kk mae hebat sdah redenominasi dluan,,Tue Dec 30 11:53:32 +0000 2025,kakak mae hebat sudah redenominasi dluan,positif,0.7943753600120544,1
@zaynieclipsee kalo beneran redenominasi rupiah itu ntar jadi sejutaan bg tenang,,Mon Nov 10 12:03:36 +0000 2025,kalo benaran redenominasi rupiah itu entar jadi sejutaan bang tenang,positif,0.9661265015602112,1
@charinisan03 @IDX_BEI Tenang ntar tinggal redenominasi rupiahnya biar ga keliatan jelek2 amat wkwkwkwk,,Thu Jan 29 03:40:08 +0000 2026,tenang entar tinggal redenominasi rupiahnya biar enggak kelihatan jelek-jelek amat wkwkwkwk,negatif,0.9936627149581909,0
 Tips: Pastikan Anda menyimpan bukti saldo dan laporan keuangan sebelum redenominasi untuk memudahkan perbandingan. Jika Anda menggunakan aplikasi keuangan pribadi lakukan update software agar kompatibel dengan nominal baru.,,Wed Nov 12 12:00:58 +0000 2025,tips: pastikan anda menyimpan bukti saldo dan laporan keuangan sebelum redenominasi untuk memudahkan perbandingan. jika anda menggunakan aplikasi keuangan pribadi lakukan update software agar kompatibel dengan nominal baru.,netral,0.8867825269699097,2
Istana Ungkap Redenominasi Rupiah Belum Akan Dilakukan #Redenominasi #Mensetneg #PrasetyoHadi https://t.co/ubTboNFBpg https://t.co/50GVDvvFjm,,Tue Nov 11 09:49:21 +0000 2025,istana ungkap redenominasi rupiah belum akan dilakukan redenominasi mensetneg prasetyohadi,netral,0.9800724983215332,2
Kalo redenominasi masih nyebut goceng ceban gocap gak y,,Tue Nov 11 12:07:47 +0000 2025,kalo redenominasi masih nyebut goceng ceban gocap enggak ya,netral,0.9814866185188293,2
Komisi XI DPR Redenominasi rupiah perlu kajian dan di lakukan bertahap https://t.co/5Sz8HrvDOA,,Thu Nov 13 08:12:03 +0000 2025,komisi xi dpr redenominasi rupiah perlu kajian dan di lakukan bertahap,netral,0.9794633388519287,2
PAK @prabowo PAK @menkeu_ri REDENOMINASI RUPIAH PUN LAYAK BUAT INDONESIA.... AGAR UANG SILUMAN PARA MAFIA KORUPTOR YG ADA DI BUNGKER2 JADI SAMPAH,,Sun Oct 05 10:15:35 +0000 2025,pak pak redenominasi rupiah pun layak buat indonesia.... agar uang siluman para mafia koruptor yang ada di bungker2 jadi sampah,negatif,0.9954249262809753,0
Purbaya Tegaskan Redenominasi Rupiah Masih Tunggu Lampu Hijau BI https://t.co/hC2NieWclo,,Tue Nov 11 07:49:35 +0000 2025,purbaya tegaskan redenominasi rupiah masih tunggu lampu hijau bi,netral,0.982491672039032,2
@setyamickala 2 priode prabowo klo ga Redenominasi uang rupiah bakal nyentuh 20ribu/$1,,Mon Jan 19 17:11:55 +0000 2026,2 priode prabowo kalo enggak redenominasi uang rupiah bakal nyentuh 20ribu/$1,netral,0.9823290705680847,2
https://t.co/HKCRGfXbry,,Wed Nov 12 14:34:58 +0000 2025,,positif,0.8911839723587036,1
Iran Bakal Redenominasi Hapus 4 Digit di Mata Uang Rial https://t.co/mPaHwMdyFw,,Sun Oct 05 10:08:27 +0000 2025,iran bakal redenominasi hapus 4 digit di mata uang rial,netral,0.9790200591087341,2
Kalo BI diisi orang titipan + Redenominasi -&gt; Inflasi makin parah -&gt; cetak lembaran uang baru -&gt; Welcome to the hell,,Tue Jan 27 08:08:58 +0000 2026,kalo bi diisi orang titipan + redenominasi -&gt; inflasi makin parah -&gt; cetak lembaran uang baru -&gt; welcome tapi the hell,negatif,0.9859195947647095,0
ini dia simulasinya.. intinya nilai tetap sama cuma angka jadi lebih ringkas dan gampang di pahami. Menurut Generasi Mandiri gimana pendapat kalian tentang rencana redenominasi ini? Drop opinimu di komlom komentar ya Jadi Sarjana ? Nusa Mandiri Tempatnya!! https://t.co/g1KK017QMM,,Mon Nov 24 01:34:47 +0000 2025,ini dia simulasinya.. intinya nilai tetap sama cuma angka jadi lebih ringkas dan gampang di pahami. menurut generasi mandiri bagaimana pendapat kalian tentang rencana redenominasi ini? drop opinimu di komlom komentar ya jadi sarjana ? nusa mandiri tempatnya!!,negatif,0.9082028865814209,0
Gubernur Bank Indonesia (BI) Perry Warjiyo menegaskan rencana redenominasi rupiah tidak akan memengaruhi harga barang maupun nilai riil mata uang. Perry mengungkapkan perbedaan antara redenominasi dan sanering yang dalam sejarah pernah dilakukan untuk memotong nilai riil uang https://t.co/0YZb74IXvm,,Tue Nov 18 09:50:12 +0000 2025,gubernur bank indonesia (bi) perry warjiyo menegaskan rencana redenominasi rupiah tidak akan memengaruhi harga barang maupun nilai riil mata uang. perry mengungkapkan perbedaan antara redenominasi dan sanering yang dalam sejarah pernah dilakukan untuk memotong nilai riil uang,netral,0.8818923830986023,2
Ini faktur gunggung di coretax kenapa ga boleh ada desimal sih? Kalau kayak gini bukannya PASTI ada selisih ya? Walau cuma beberapa Rupiah cuma tau sendiri Konoha kek apaan Apalagi kalau nanti beneran redenominasi APA GA JADI MASALAH YEU KOCAK. Rp. 7 = Rp. 7.000 ‍,,Tue Nov 25 01:12:21 +0000 2025,ini faktur gunggung di coretax kenapa enggak boleh ada desimal sih? kalau kayak begini bukannya pasti ada selisih ya? walau cuma beberapa rupiah cuma tau sendiri konoha kayak apaan apalagi kalau nanti benaran redenominasi apa enggak jadi masalah yeu kocak. rp. 7 = rp. 7.000 ‍,negatif,0.9894932508468628,0
@Saham_fess setuju biar keren soal inflasi besar emg bakal terjadi kalaupun gak redenominasi soalnya prabowo bodoh.,,Thu Nov 13 06:26:09 +0000 2025,setuju biar keren soal inflasi besar memang bakal terjadi kalaupun enggak redenominasi soalnya prabowo bodoh.,negatif,0.9932047128677368,0
Bennix: 1. Hukum Mati Koruptor 2. Potong Generasi (50 thn+pensiun dini) 3. Nepotisme di larang (2 ke atas bawah &amp; 2 ke kiri kanan) di lembaga yg sama. 4. Redenominasi (IDR di potong nilainya) supaya perekonomiaan jd hidup 5. 10+ juta wajib transfer Qris untuk berantas korupsi,,Tue Sep 02 18:53:57 +0000 2025,bennix: 1. hukum mati koruptor 2. potong generasi (50 thn+pensiun dini) 3. nepotisme di larang (2 ke atas bawah &amp; 2 ke kiri kanan) di lembaga yang sama. 4. redenominasi (idr di potong nilainya) supaya perekonomiaan jadi hidup 5. 10+ juta wajib transfer qris untuk berantas korupsi,negatif,0.9481075406074524,0
Soal Rencana Redenominasi Nilai Rupiah Begini Kata COO Danantara dan Menteri Keuangan Purbaya https://t.co/iTGBXJHE5d,,Tue Nov 11 09:39:26 +0000 2025,soal rencana redenominasi nilai rupiah begini kata coo danantara dan menteri keuangan purbaya,netral,0.9809769988059998,2
@ArissaVanta Sepertinya benul 3 nol dibelakang akan dihilangkan. Berarti sebenarnya itu setara 6.112.000 jika sebelum redenominasi. Btw kak saldonya kok kelihatan nggak begitu banyak? Gimana kalau transfer semua saldo kakak ke saya biar kakak nggak kepikiran sisa sedikit. ‍️,,Wed Nov 26 02:47:49 +0000 2025,sepertinya benul 3 nol dibelakang akan dihilangkan. berarti sebenarnya itu setara 6.112.000 jika sebelum redenominasi. btw kak saldonya kok kelihatan enggak begitu banyak? bagaimana kalau transfer semua saldo kakak ke saya biar kakak enggak kepikiran sisa sedikit. ‍,negatif,0.9914378523826599,0
@avocix redenominasi rupiah duluan nih,,Mon Nov 17 10:26:07 +0000 2025,redenominasi rupiah duluan nih,netral,0.9532623887062073,2
INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Tandatangani Petisi! https://t.co/D8pNtfrI6j via @ChangeOrg_ID,,Wed Nov 12 03:20:13 +0000 2025,indonesia mendukung redenominasi purbaya - tandatangani petisi! via,netral,0.9514769315719604,2
@Angrha @Fuxnby @VeritasArdentur Kalo gak berlaku lagi itu namanya demonetisasi bukan redenominasi. Ketika terjadi redenominasi uang lama akan tetap berlaku tapi secara bertahap akan digantikan dengan uang baru. Waktu 2 tahun itu cukup bagi para koruptor itu mindahin uangnya ke British Virgin Islands.,,Mon Nov 17 07:47:38 +0000 2025,kalo enggak berlaku lagi itu namanya demonetisasi bukan redenominasi. ketika terjadi redenominasi uang lama akan tetap berlaku tapi secara bertahap akan digantikan dengan uang baru. waktu 2 tahun itu cukup bagi para koruptor itu mindahin uangnya ke british virgin islands.,negatif,0.9937564134597778,0
Galeri No. RDN022 ~ Apa jadinya jika Rupiah Nahan menguat tanpa harus redenominasi - di hari Senin dan Selasa https://t.co/8oLpwwTzQV,,Tue Dec 23 09:02:39 +0000 2025,galeri no. rdn022 ~ apa jadinya jika rupiah menahan menguat tanpa harus redenominasi - di hari senin dan selasa,netral,0.982935905456543,2
Menowo enek sing nduwe det ra kanggo ato meh londri... Mbangane redenominasi rawani ngetokne kan ya... https://t.co/4T5C4wnGUk,,Tue Nov 25 01:38:03 +0000 2025,menowo enek sing nduwe det ra kanggo atau meh londri... mbangane redenominasi rawani ngetokne kan ya...,negatif,0.9938257932662964,0
Redenominasi itu bukan potong isi dompet tapi potong angka biar nggak ribet. https://t.co/qKaCVBj0Jm,,Thu Nov 20 02:10:33 +0000 2025,redenominasi itu bukan potong isi dompet tapi potong angka biar enggak ribet.,negatif,0.9844498038291931,0
aku rela dinafkahi 10ribu tiap pekan. tapi stlh redenominasi,,Sat Nov 15 11:16:54 +0000 2025,aku rela dinafkahi 10ribu tiap pekan. tapi setelah redenominasi,netral,0.8025616407394409,2
INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Sign the Petition! https://t.co/ky3oGX3qPe via @ChangeOrg_ID,,Wed Nov 12 00:52:37 +0000 2025,indonesia mendukung redenominasi purbaya - sign the petition! via,netral,0.963826060295105,2
@vespamatic96 Permasalahan nya adalah di Indonesia itu berasa gede krn kita blm redenominasi aja. Kalau sudah jg perbandingan nya gk gitu jauh kok.,,Fri Jan 16 01:58:03 +0000 2026,permasalahan nya adalah di indonesia itu berasa gede karena kita belum redenominasi aja. kalau sudah juga perbandingan nya enggak begitu jauh kok.,negatif,0.8198701739311218,0
@madneutic kalo udah di redenominasi terus punya saldo segitu ditulisnya gimana ya?,,Sun Nov 23 11:56:23 +0000 2025,kalo sudah di redenominasi terus punya saldo segitu ditulisnya bagaimana ya?,negatif,0.9078519344329834,0
Kamu gak perlu panik. Kalau redenominasi benar terjadi nanti nilai uangmu gak bakal berkurang cuma tampilannya aja yang lebih ringkas .,,Thu Nov 13 08:10:59 +0000 2025,kamu enggak perlu panik. kalau redenominasi benar terjadi nanti nilai uangmu enggak bakal berkurang cuma tampilannya saja yang lebih ringkas .,positif,0.9266933798789978,1
@KhairullahMira udah kena redenominasi,,Sun Nov 16 01:37:13 +0000 2025,sudah kena redenominasi,netral,0.9494752287864685,2
Redenominasi Mata Uang: Langkah Awal Untuk Indonesia Bubar? https://t.co/Y3erCpUVSD,,Mon Nov 10 07:08:00 +0000 2025,redenominasi mata uang: langkah awal untuk indonesia bubar?,netral,0.9838316440582275,2
Dolfie: Redenominasi Rupiah Dapat Dilaksanakan Bila Ekonomi Kuat https://t.co/FEc8BnhXFM,,Wed Nov 12 06:38:28 +0000 2025,dolfie: redenominasi rupiah dapat dilaksanakan bila ekonomi kuat,netral,0.9803134799003601,2
lagunya tulus setelah kena redenominasi jadi Setahun Lamanya ,,Tue Nov 11 08:11:36 +0000 2025,lagunya tulus setelah kena redenominasi jadi setahun lamanya,positif,0.8489653468132019,1
@ariel_heryanto Itu tercantum: (((Harganya tetap 75 Sen))) itu harga setelah Redenominasi apa belum Prof.? ,,Mon Jan 05 00:49:34 +0000 2026,itu tercantum: (((harganya tetap 75 sen))) itu harga setelah redenominasi apa belum prof.?,netral,0.8547343015670776,2
Redenominasi bukan sekadar ubah nominal tapi soal kesiapan ekonomi dan masyarakat https://t.co/Ez2OwPcIvr,,Thu Nov 13 05:01:11 +0000 2025,redenominasi bukan sekadar ubah nominal tapi soal kesiapan ekonomi dan masyarakat,netral,0.9541907906532288,2
@_ID_corp @SUARAKRISTEN1 @Giiselje Ya aset seperti properti atau investasi tidak perlu ditukar karena nilainya tetap berlaku. Namun cash hoarded dalam bentuk uang kertas lama harus ditukar ke rupiah baru agar tidak kehilangan nilai dan prosesnya bisa picu pemeriksaan jika jumlahnya mencurigakan. Redenominasi ini,,Wed Nov 12 09:51:38 +0000 2025,ya aset seperti properti atau investasi tidak perlu ditukar karena nilainya tetap berlaku. namun cash hoarded dalam bentuk uang kertas lama harus ditukar ke rupiah baru agar tidak kehilangan nilai dan prosesnya bisa picu pemeriksaan jika jumlahnya mencurigakan. redenominasi ini,negatif,0.7795785069465637,0
Soal Redenominasi Rupiah Purbaya Tidak Menyebutkan Kapan Diberlakukan https://t.co/mH00DD6bcu,,Tue Nov 11 08:10:56 +0000 2025,soal redenominasi rupiah purbaya tidak menyebutkan kapan diberlakukan,netral,0.9798444509506226,2
Contohnya kalau nasi goreng IDR25 000 lepas redenominasi dia akan jadi IDR25. Kuasa beli tetap sama cuma cara tulis je berubah. Secara psikologi nilai mata wang akan nampak lebih stabil dan berwibawa .,,Tue Nov 11 11:09:11 +0000 2025,contohnya kalau nasi goreng idr25 000 lepas redenominasi dia akan jadi idr25. kuasa beli tetap sama cuma cara tulis je berubah. secara psikologi nilai mata wang akan menampak lebih stabil dan berwibawa .,positif,0.9718793034553528,1
Pemerintah menyiapkan redenominasi rupiah pada 2027. Zimbabwe jadi contoh kegagalan karena melakukan redenominasi saat hiperinflasi sehingga ekonominya runtuh dan terpaksa beralih ke dolar AS. https://t.co/0SEDfekqdw,,Sun Nov 23 02:30:48 +0000 2025,pemerintah menyiapkan redenominasi rupiah pada 2027. zimbabwe jadi contoh kegagalan karena melakukan redenominasi saat hiperinflasi sehingga ekonominya runtuh dan terpaksa beralih ke dolar as.,negatif,0.9373959302902222,0
@geyembung @matchxlatte_ @aexsthetics kena redenominasi,,Sun Dec 28 11:14:04 +0000 2025,kena redenominasi,netral,0.9818763732910156,2
Baru wacana saldo udah duluan redenominasi. https://t.co/KRPlWc8Wdt,,Tue Nov 11 01:09:00 +0000 2025,baru wacana saldo sudah duluan redenominasi.,netral,0.9832454919815063,2
COO Danantara Tidak Khawatir Soal Rencana Redenominasi Pemerintah Pasti Sudah Pertimbangkan https://t.co/z5mEtPEi97,,Tue Nov 11 09:02:28 +0000 2025,coo danantara tidak khawatir soal rencana redenominasi pemerintah pasti sudah pertimbangkan,netral,0.9796084761619568,2
 Keberhasilan redenominasi bukan diukur dari banyaknya nol yang dihapus tapi dari seberapa kuat fondasi makro dan seberapa disiplin transisinya jelas Harris Turino.,,Thu Nov 13 12:32:29 +0000 2025,keberhasilan redenominasi bukan diukur dari banyaknya nol yang dihapus tapi dari seberapa kuat fondasi makro dan seberapa disiplin transisinya jelas harris turino.,positif,0.8903825879096985,1
[Redenominasi Rupiah: Menyederhanakan Nominal Tanpa Mengubah Nilai ] Pemerintah Indonesia sedang mempersiapkan Rancangan Undang-Undang (RUU) redenominasi rupiah yang ditargetkan selesai pada tahun 2027. https://t.co/BnYvj7d9DI,,Sun Nov 23 16:49:50 +0000 2025,[redenominasi rupiah: menyederhanakan nominal tanpa mengubah nilai ] pemerintah indonesia sedang mempersiapkan rancangan undang-undang (ruu) redenominasi rupiah yang ditargetkan selesai pada tahun 2027.,netral,0.9813046455383301,2
Redenominasi Rupiah: Memahami Risiko Pajak Tersembunyi https://t.co/gKKxjTLtsN,,Mon Nov 10 08:40:26 +0000 2025,redenominasi rupiah: memahami risiko pajak tersembunyi,netral,0.9819149971008301,2
Purbaya Bantah Redenominasi Rp 1.000 Jadi Rp 1 Diterapkan Tahun Depan: BI Berlakukan di Waktu Tepat #purbayayudhisadewa #menkeupurbaya #redenominasirupiah https://t.co/5lS6ZC3qOT,,Tue Nov 11 08:05:40 +0000 2025,purbaya bantah redenominasi rp 1.000 jadi rp 1 diterapkan tahun depan: bi berlakukan di waktu tepat purbayayudhisadewa menkeupurbaya redenominasirupiah,netral,0.9816035032272339,2
Gubernur BI Sebut Proses Redenominasi Butuh Waktu 5-6 Tahun https://t.co/ztOovxjBrO,,Tue Nov 18 08:23:38 +0000 2025,gubernur bi sebut proses redenominasi butuh waktu 5-6 tahun,netral,0.9787186980247498,2
@adith_wp ini semoga redenominasi ya bukan value yen yg turun,,Sun Nov 16 01:34:26 +0000 2025,ini semoga redenominasi ya bukan value yen yang turun,netral,0.9704247713088989,2
Kapan Berlaku Redenominasi Rupiah Menkeu Purbaya: Diterapkan sesuai dengan Kebutuhan https://t.co/bsl0QPOr75 via @tribunmedan,,Tue Nov 11 03:56:10 +0000 2025,kapan berlaku redenominasi rupiah menkeu purbaya: diterapkan sesuai dengan kebutuhan via,netral,0.980686604976654,2
