,full_text,username,created_at,clean_text,pred_label,confidence
80,Pemerintah Hati-hati Negara Ini Pernah Gagal Redenominasi #Rendominasi #GagalRendominasi #Indonesia https://t.co/8PMB0zwCx3 https://t.co/Z0FU3y0hWQ,,Wed Nov 12 09:41:30 +0000 2025,pemerintah hati-hati negara ini pernah gagal redenominasi rendominasi gagalrendominasi indonesia,netral,0.9779389500617981
81,Dah ah mau mandi terus mencari rupiah yg katanya mau redenominasi itu,,Sun Dec 07 23:11:39 +0000 2025,deh ah mau mandi terus mencari rupiah yang katanya mau redenominasi itu,negatif,0.9459215998649597
82,Keep it lowkey (udah redenominasi duluan) ‍️ https://t.co/wHRmPgQNqn,,Wed Nov 26 10:49:03 +0000 2025,keep itu lowkey (udah redenominasi duluan) ‍,negatif,0.7751165628433228
83,Halo Sahabat https://t.co/4VOOkFAPN4 Pemerintah tengah menyiapkan Rancangan Undang-Undang (RUU) Redenominasi Rupiah yang ditargetkan rampung pada tahun 2027. Melalui kebijakan ini nilai nominal rupiah akan disederhanakan dengan menghapus tiga angka nol. Misalnya Rp1.000 akan https://t.co/GfpIEgfotW,,Thu Nov 13 07:38:21 +0000 2025,halo sahabat pemerintah tengah menyiapkan rancangan undang-undang (ruu) redenominasi rupiah yang ditargetkan rampung pada tahun 2027. melalui kebijakan ini nilai nominal rupiah akan disederhanakan dengan menghapus tiga angka nol. misalnya rp1.000 akan,netral,0.9745219349861145
84,INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Tandatangani Petisi! https://t.co/QhGSfAnzIL lewat @ChangeOrg_ID,,Wed Jan 28 02:10:24 +0000 2026,indonesia mendukung redenominasi purbaya - tandatangani petisi! lewat,netral,0.8491598963737488
85,Bismillah Indonesia bisa dibangun lagi jadi lebih baik. Semoga ini isu redenominasi para manusia yang bikin Indonesia miskin dan belansak diduga lagi pada nukerin uang cash rupiahnya ke mata uang Asing terutama SGD. Gapapa gue kasih dugaan gue di sini siapa tau PPATK mau gerak.,,Tue Nov 25 11:44:42 +0000 2025,bismillah indonesia bisa dibangun lagi jadi lebih baik. semoga ini isu redenominasi para manusia yang bikin indonesia miskin dan belansak diduga lagi pada nukerin uang cash rupiahnya ke mata uang asing terutama sgd. gapapa gue kasih dugaan gue di sini siapa tau ppatk mau gerak.,negatif,0.9748855233192444
86,Rencana ini tertuang dalam Peraturan Menteri Keuangan (PMK) Nomor 70 Tahun 2025 tentang Rencana Strategis Kementerian Keuangan Tahun 2025-2029. Redenominasi bertujuan menyederhanakan penyebutan mata uang dan mempermudah transaksi. Source: IDX Channel #growwin #Redenominasi,,Tue Nov 11 02:52:17 +0000 2025,rencana ini tertuang dalam peraturan menteri keuangan (pmk) nomor 70 tahun 2025 tentang rencana strategis kementerian keuangan tahun 2025-2029. redenominasi bertujuan menyederhanakan penyebutan mata uang dan mempermudah transaksi. source: idx channel growwin redenominasi,netral,0.9787358641624451
87,Galeri No. RDN008 ~ Apa jadinya jika Rupiah menguat tanpa harus redenominasi : Yuk Kita Shop di kala Pagiii https://t.co/BHbbgEw677,,Tue Dec 09 01:24:11 +0000 2025,galeri no. rdn008 ~ apa jadinya jika rupiah menguat tanpa harus redenominasi : yuk kita shop di kala pagiii,netral,0.9830248355865479
88,mantap! Redenominasi bikin Rupiah lebih simpel dan efisien https://t.co/d0XLhb6N7p,,Tue Nov 11 11:54:43 +0000 2025,mantap! redenominasi bikin rupiah lebih simpel dan efisien,positif,0.9949455857276917
89,ANGGOTA Komisi XI DPR RI Fraksi PDI Perjuangan Harris Turino menyoroti soal wacana redenominasi rupiah 1.000:1. Pemerintah menargetkan kerangka regulasi redenominasi rampung sekitar 2026-2027. https://t.co/lKJduS9KID,,Mon Nov 10 11:42:20 +0000 2025,anggota komisi xi dpr ri fraksi pdi perjuangan harris turino menyoroti soal wacana redenominasi rupiah 1.000:1. pemerintah menargetkan kerangka regulasi redenominasi rampung sekitar 2026-2027.,netral,0.9803429245948792
90,CARA HANCURKAN KORUPTOR DALAM Sekejap! Prabowo WAJIB REDENOMINASI!!,,Thu Sep 04 14:14:30 +0000 2025,cara hancurkan koruptor dalam sekejap! prabowo wajib redenominasi!!,negatif,0.9949626922607422
91,Sumber: https://t.co/ut4SiethII https://t.co/tT7PzLNkiv,,Tue Nov 11 02:54:07 +0000 2025,sumber:,netral,0.9792673587799072
92,Redenominasi Dinila Tak Pengaruhi Investasi https://t.co/ttPkxwDTUV,,Mon Nov 10 15:23:18 +0000 2025,redenominasi dinila tak pengaruhi investasi,netral,0.7677400708198547
93,INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Sign the Petition! https://t.co/Sg5nJ0MTJo via @ChangeOrg_India,,Tue Nov 25 04:19:18 +0000 2025,indonesia mendukung redenominasi purbaya - sign the petition! via,netral,0.963826060295105
94,Klo RUU Perampasan Aset tidak disahkan DPR sebaiknya berlakukan saja Redenominasi. Uang harus ditukar di bank. Nanti yg menukar uang kontan lebih dari 1 M di bank harus menjelaskan asal usul uangnya. Bakalan pusing semua koruptor yg duitnya disimpan di bunker.,,Mon Oct 13 09:51:51 +0000 2025,kalo ruu perampasan aset tidak disahkan dpr sebaiknya berlakukan saja redenominasi. uang harus ditukar di bank. nanti yang menukar uang kontan lebih dari 1 sama di bank harus menjelaskan asal usul uangnya. bakalan pusing semua koruptor yang duitnya disimpan di bunker.,negatif,0.9942303895950317
95,@PKSejahtera info yang beredar di TL ini kebanyakan terbalik redenominasi dieksekusi karna hyperinflasi itu salah. yang sebenarnya terjadi kegagalan redenominasi jadikan kebijakan itu seperti tukar duit tuk kembalian pedagang hingga masyarakat jadi miskin coz 78-an https://t.co/XL91AeZSDT,,Sat Nov 15 10:43:04 +0000 2025,info yang beredar di tl ini kebanyakan terbalik redenominasi dieksekusi karena hyperinflasi itu salah. yang sebenarnya terjadi kegagalan redenominasi jadikan kebijakan itu seperti tukar duit untuk kembalian pedagang hingga masyarakat jadi miskin coz 78-an,negatif,0.9945183396339417
96,sedang menunggu penyepong redenominasi rupiah muncul ,,Sun Nov 23 11:01:56 +0000 2025,sedang menunggu penyepong redenominasi rupiah muncul,netral,0.9809257388114929
97,INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Sign the Petition! https://t.co/M7fmI2gPop lewat @ChangeOrg_ID,,Wed Nov 12 06:33:57 +0000 2025,indonesia mendukung redenominasi purbaya - sign the petition! lewat,netral,0.8986642956733704
98,Redenominasi apa kabar? Biar angka dolar tahun depan jadi Rp 17 #eh https://t.co/YEDvgO0LAX,,Wed Nov 26 01:59:36 +0000 2025,redenominasi apa kabar? biar angka dolar tahun depan jadi rp 17 eh,netral,0.8626375198364258
99,Menkeu Purbaya pastikan redenominasi rupiah tak dilakukan tahun ini atau 2026 sebut kebijakan ada di tangan Bank Indonesia. https://t.co/Ov2GS9w2gI,,Mon Nov 10 12:02:02 +0000 2025,menkeu purbaya pastikan redenominasi rupiah tak dilakukan tahun ini atau 2026 sebut kebijakan ada di tangan bank indonesia.,netral,0.9835339188575745
100,Perlu persiapan matang sebelum pemerintah benar-benar menerapkan kebijakan redenominasi agar tidak memunculkan kebingungan dan kepanikan di masyarakat #Ekonomi #AdadiKompas https://t.co/o4P49i0kGZ,,Tue Nov 11 11:21:21 +0000 2025,perlu persiapan matang sebelum pemerintah benar-benar menerapkan kebijakan redenominasi agar tidak memunculkan kebingungan dan kepanikan di masyarakat ekonomi adadikompas,positif,0.8846101760864258
101,@fearlessbarb13 Apakah beli sepotong Roti'O seharga 10 rb = transaksi besar &gt; 100 jt? Ga usah mikir kejauhan sampe redenominasi deh.. digital divide itu nyata ga semua orang bs cashless. Bahkan di China yg digitalisasinya masif pun uang tunai itu ga boleh ditolak.,,Mon Dec 22 13:45:06 +0000 2025,apakah beli sepotong roti'o seharga 10 ribu = transaksi besar &gt; 100 jt? enggak usah mikir kejauhan sampai redenominasi deh.. digital divide itu nyata enggak semua orang bisa cashless. bahkan di china yang digitalisasinya masif pun uang tunai itu enggak boleh ditolak.,negatif,0.9284336566925049
102,Ini udah pada kena redenominasi kah?,,Tue Nov 25 01:07:32 +0000 2025,ini sudah pada kena redenominasi kah?,negatif,0.9913275837898254
103,@Angrha @Fuxnby @VeritasArdentur Redenominasi tanpa dibarengi demonetisasi mendadak sama aja boong. Makanya Purbaya sebenarnya gak setuju sama ide redenominasi.,,Mon Nov 17 07:48:57 +0000 2025,redenominasi tanpa dibarengi demonetisasi mendadak sama saja boong. makanya purbaya sebenarnya enggak setuju sama ide redenominasi.,negatif,0.994726836681366
104,Hi Tokonauts Tokocrypto akan mendukung pertukaran (swap) token Maker (MKR) redenominasi dan perubahan merek menjadi Sky (SKY). Kami akan menghapus semua pasangan perdagangan MKR pada 15 September 2025 pukul 10:30 WIB dan Semua token MKR akan ditukar ke SKY. Info https://t.co/c0aY3Vc5q2,,Thu Sep 11 12:27:00 +0000 2025,hi tokonauts tokocrypto akan mendukung pertukaran (swap) token maker (mkr) redenominasi dan perubahan merek menjadi sky (sky). kami akan menghapus semua pasangan perdagangan mkr pada 15 september 2025 pukul 10:30 wib dan semua token mkr akan ditukar ke sky. info,netral,0.9676241874694824
105,@safyansyah @BigAlphaID Yoi itu kurs setelah redenominasi kan?,,Tue Jan 20 19:21:04 +0000 2026,yoi itu kurs setelah redenominasi kan?,negatif,0.8698552846908569
106,@Untuk_Pelupa @SimbokeSarah @easyake Benar mencuri tetap dosa besar menurut ajaran Islam tak peduli skalanya kecil atau besar seperti firman Allah di Al-Maidah:38. Redenominasi rupiah hanyalah alat ekonomi untuk menyederhanakan angka bukan membenarkan korupsi yang merusak bangsa. Manusia memang pandai membingkai,,Tue Nov 11 10:52:36 +0000 2025,benar mencuri tetap dosa besar menurut ajaran islam tak peduli skalanya kecil atau besar seperti firman allah di al-maidah:38. redenominasi rupiah hanyalah alat ekonomi untuk menyederhanakan angka bukan membenarkan korupsi yang merusak bangsa. manusia memang pandai membingkai,negatif,0.9961532950401306
107,Redenominasi Dinilai Bakal Terganjal di Parlemen Ini Sebabnya https://t.co/KEpN4VHCk3,,Tue Dec 30 09:40:00 +0000 2025,redenominasi dinilai bakal terganjal di parlemen ini sebabnya,netral,0.9816168546676636
108,13 Desember 1965 - Redenominasi Hilangkan 3 nol sama seperti wacana beberapa tahun lalu. Beda dengan sanering teorinya adalah angka memendek namun daya beli sama. Cantik keliatannya karena ditutup bedak yang tebal. Hasilnya harga-harga kacau situasi politik memanas https://t.co/hjM2X28Vn7,,Wed Sep 10 03:53:01 +0000 2025,13 desember 1965 - redenominasi hilangkan 3 nol sama seperti wacana beberapa tahun lalu. beda dengan sanering teorinya adalah angka memendek namun daya beli sama. cantik kelihatannya karena ditutup bedak yang tebal. hasilnya harga-harga kacau situasi politik memanas,negatif,0.8355550169944763
109,@AdamVelcro Maka itu yg namanya redenominasi itu syaratnya adalah ketika ekonomi sdh stabil itu penyerdehanaan penulisan ngurangin angka nol saja dlm ekonomi bukan hal yg luar biasa,,Thu Nov 27 04:45:02 +0000 2025,maka itu yang namanya redenominasi itu syaratnya adalah ketika ekonomi sudah stabil itu penyerdehanaan penulisan ngurangin angka nol saja dalam ekonomi bukan hal yang luar biasa,negatif,0.9755519032478333
110,Soal Redenominasi Rupiah Istana: Belum Masih Jauh! https://t.co/69kkcIms3k,,Tue Nov 11 06:03:25 +0000 2025,soal redenominasi rupiah istana: belum masih jauh!,netral,0.9686073064804077
111,Kemarin ada isu dari kementrian keuangan katanya mau ada Redenominasi mata uang. Berarti 19 juta lapangan pekerjaan juga.,,Sat Nov 15 12:32:34 +0000 2025,kemarin ada isu dari kementrian keuangan katanya mau ada redenominasi mata uang. berarti 19 juta lapangan pekerjaan juga.,netral,0.9831042289733887
112,Komisi XI DPR Redenominasi rupiah butuh persiapan matang https://t.co/MHKhSj8Gb0,,Sat Nov 22 09:05:05 +0000 2025,komisi xi dpr redenominasi rupiah butuh persiapan matang,netral,0.9788585305213928
113,Anggota Komisi XI DPR Fraksi Golkar Eric Hermawan mengingatkan potensi inflasi jika rencana redenominasi rupiah dari Rp1.000 menjadi Rp1 benar-benar diterapkan. Ia menjelaskan bahwa meski langkah ini akan menyederhanakan transaksi dan pencatatan risiko kenaikan harga bisa https://t.co/TAfotO4uhi,,Thu Nov 13 09:11:30 +0000 2025,anggota komisi xi dpr fraksi golkar eric hermawan mengingatkan potensi inflasi jika rencana redenominasi rupiah dari rp1.000 menjadi rp1 benar-benar diterapkan. ia menjelaskan bahwa meski langkah ini akan menyederhanakan transaksi dan pencatatan risiko kenaikan harga bisa,netral,0.966529130935669
114,DPR Tunggu Keseriusan Pemerintah Menerapkan Redenominasi Rupiah https://t.co/jwZaXSI4ww,,Thu Nov 13 08:41:51 +0000 2025,dpr tunggu keseriusan pemerintah menerapkan redenominasi rupiah,netral,0.9811561107635498
115,@vespamatic96 Kalo gini doang mah ntar redenominasi rupiah juga jadi 3 angka 0 di belakang koma jadi ilang,,Thu Jan 15 14:01:50 +0000 2026,kalo begini doang mah entar redenominasi rupiah juga jadi 3 angka 0 di belakang koma jadi hilang,negatif,0.9739181399345398
116,Menkeu Purbaya tegaskan redenominasi merupakan ranah BI dan belum akan dijalankan dalam waktu dekat. Ikuti terus penjelasan terbaru soal kebijakan ini! #beritaviral #trending #jackpot168 #fyp #infoterupdate https://t.co/gY8xsLW0PC,,Tue Nov 11 11:37:42 +0000 2025,menkeu purbaya tegaskan redenominasi merupakan ranah bi dan belum akan dijalankan dalam waktu dekat. ikuti terus penjelasan terbaru soal kebijakan ini! beritaviral trending jackpot168 fyp infoterupdate,netral,0.9436749815940857
117,Pemerintah dan BI Matangkan Rencana Redenominasi Rupiah Menkeu Purbaya Pastikan Belum Dilakukan Dekat Ini https://t.co/nmRV8gOrQ6,,Wed Nov 12 06:17:59 +0000 2025,pemerintah dan bi matangkan rencana redenominasi rupiah menkeu purbaya pastikan belum dilakukan dekat ini,netral,0.9822627305984497
118,@rayestu @ardisatriawan Kalau ini caranya dengan redenominasi bukan menghilangkan uang cash dari transaksi,,Sun Dec 21 20:08:30 +0000 2025,kalau ini caranya dengan redenominasi bukan menghilangkan uang cash dari transaksi,netral,0.8994640111923218
119,Berbagai pemangku kebijakan mulai membahas langkah awal menuju redenominasi rupiah termasuk BRIN yang menyatakan siap melakukan riset dan memberi rekomendasi kebijakan. Kepala BRIN Arif Satria menegaskan bahwa lembaganya akan mendukung pemerintah dalam mengkaji penyederhanaan,,Wed Nov 26 06:12:58 +0000 2025,berbagai pemangku kebijakan mulai membahas langkah awal menuju redenominasi rupiah termasuk brin yang menyatakan siap melakukan riset dan memberi rekomendasi kebijakan. kepala brin arif satria menegaskan bahwa lembaganya akan mendukung pemerintah dalam mengkaji penyederhanaan,netral,0.9700464010238647
120, Baca selengkapnya di sini: https://t.co/ICSTvNkppK,,Thu Nov 13 08:11:00 +0000 2025,baca selengkapnya di sini:,netral,0.9690374135971069
121,OJK hingga SRO Ungkap Dampak Redenominasi Rupiah ke Pasar Modal https://t.co/o8ByhFoM0E via @InvestorID,,Sat Nov 15 09:54:00 +0000 2025,ojk hingga sro ungkap dampak redenominasi rupiah ke pasar modal via,netral,0.9792371988296509
122,Redenominasi Rupiah akankah dalam waktu dekat ? https://t.co/cMjoVFXsuV,,Sun Nov 16 19:08:50 +0000 2025,redenominasi rupiah akankah dalam waktu dekat ?,netral,0.9824877381324768
123,Latihan Redenominasi tahun 2027.... https://t.co/1Pj3uQo1ko,,Wed Nov 12 00:18:55 +0000 2025,latihan redenominasi tahun 2027....,netral,0.9838292002677917
124,INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Tandatangani Petisi! https://t.co/JiLs5MftUh lewat @ChangeOrg_ID,,Wed Nov 12 02:01:00 +0000 2025,indonesia mendukung redenominasi purbaya - tandatangani petisi! lewat,netral,0.8491598963737488
125,Airlangga Hartarto Respons Rencana Redenominasi: Belum Dibahas Pemerintah Potensi Dampak Inflasi Tetap Ada #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/y0nXate13i,,Thu Nov 20 23:59:00 +0000 2025,airlangga hartarto respons rencana redenominasi: belum dibahas pemerintah potensi dampak inflasi tetap ada bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia,netral,0.9812731742858887
126,Bank Indonesia memastikan rencana redenominasi rupiah yakni mengubah Rp1.000 menjadi Rp1 akan dilakukan pada waktu yang tepat. Simak selengkapnya: https://t.co/FuTct8rkBc https://t.co/yLY3NsM0ow,,Mon Nov 10 08:01:22 +0000 2025,bank indonesia memastikan rencana redenominasi rupiah yakni mengubah rp1.000 menjadi rp1 akan dilakukan pada waktu yang tepat. simak selengkapnya:,netral,0.97718346118927
127,after discussed with my mother redenominasi is good but kalo duit lo banyak yang cash ya ribet harus tukar ke bank spy gak hangus padahal begal marak skrg. ketakutannya itu sih &amp; lagi org tua di pedesaan yg gk ngerti urus hal2 gitu. kalo jd ya sosialisasi hrs baik nanti.,,Sun Nov 23 23:07:05 +0000 2025,after discussed with my mother redenominasi is good but kalo duit lo banyak yang cash ya ribet harus tukar ke bank supaya enggak hangus padahal begal marak skrg. ketakutannya itu sih &amp; lagi orang tua di pedesaan yang enggak mengerti urus hal-hal gitu. kalo jadi ya sosialisasi harus baik nanti.,negatif,0.995140790939331
128,MK Tolak Gugatan Redenominasi Rupiah: Itu Ranah Pembentuk UU https://t.co/yu0DL5NbHE Monitor Yth Bpk Presiden @prabowo @KejaksaanRI @Gerindra https://t.co/4tYwxP4UGP,,Tue Sep 09 16:08:11 +0000 2025,maka tolak gugatan redenominasi rupiah: itu ranah pembentuk uu monitor yth bpk presiden,netral,0.9831032752990723
129,@sharpandshark Dimasa orla sdh 3x redenominasi rupiah dan berakhir dgn inflasi tinggi. Semoga kali ini berhasil kalo gagal lagi gw kutuk lu semua jadi batu,,Tue Nov 11 01:40:08 +0000 2025,dimasa orla sudah 3x redenominasi rupiah dan berakhir dengan inflasi tinggi. semoga kali ini berhasil kalo gagal lagi gue kutuk lu semua jadi batu,negatif,0.9914122819900513
130,Mukhamad Misbakhun Tekankan Redenominasi Rupiah Harus Bertahap dan Terukur #61TahunGolkar #partaigolkar #golkarpedia #bahlillahadalia https://t.co/JEF2LiR07R https://t.co/K7MS0AsI3Q,,Mon Nov 17 11:22:18 +0000 2025,mukhamad misbakhun tekankan redenominasi rupiah harus bertahap dan terukur 61tahungolkar partaigolkar golkarpedia bahlillahadalia,netral,0.9827224016189575
131,Istana mulai mengkaji rencana redenominasi rupiah yakni penyederhanaan nilai uang seperti Rp1.000 menjadi Rp1 tanpa mengurangi daya beli. BRIN menyatakan siap memberi kajian ilmiah sementara Bank Indonesia menegaskan proses ini tidak bisa cepat karena butuh transisi aturan https://t.co/NVv4Gu95Wb,,Tue Nov 25 09:51:36 +0000 2025,istana mulai mengkaji rencana redenominasi rupiah yakni penyederhanaan nilai uang seperti rp1.000 menjadi rp1 tanpa mengurangi daya beli. brin menyatakan siap memberi kajian ilmiah sementara bank indonesia menegaskan proses ini tidak bisa cepat karena butuh transisi aturan,netral,0.8642540574073792
132,@TelemetrySTR @ARSIPAJA Purbaya juga ga setuju redenominasi. Ini media yg gajelas,,Tue Nov 11 23:56:17 +0000 2025,purbaya juga enggak setuju redenominasi. ini media yang enggak jelas,negatif,0.9921149611473083
133,@tanyarlfes Sudah redenominasi https://t.co/6TLwiBoFon,,Mon Nov 24 12:28:13 +0000 2025,sudah redenominasi,netral,0.9830157160758972
134,Wacana redenominasi atau penyederhanaan mata uang kembali muncul. Kali ini datang dari Rencana Strategis Kementerian Keuangan Tahun 2025-2029 yang baru saja diteken oleh Menteri Purbaya Yudhi Sadewa. #infoPKU #infoPKUgrafis https://t.co/ockCywZQwI,,Thu Nov 13 03:29:32 +0000 2025,wacana redenominasi atau penyederhanaan mata uang kembali muncul. kali ini datang dari rencana strategis kementerian keuangan tahun 2025-2029 yang baru saja diteken oleh menteri purbaya yudhi sadewa. infopku infopkugrafis,netral,0.978719174861908
135,@txtdarionlshop Sbnrnya tanpa sadar masyarakat sdh melakukan redenominasi sendiri. Selama ini masuknya kategori bahasa non formal bahasa tongkrongan. Ga ada aturan khusus tau sama tau aja. Misal 17 5 Kalo topiknya HP ya artinya 17juta500. Tapi kalo lg sama tukang sayur artinya jd 17rb500,,Mon Nov 10 07:05:43 +0000 2025,sbnrnya tanpa sadar masyarakat sudah melakukan redenominasi sendiri. selama ini masuknya kategori bahasa non formal bahasa tongkrongan. enggak ada aturan khusus tau sama tau aja. misal 17 5 kalo topiknya hp ya artinya 17juta500. tapi kalo lagi sama tukang sayur artinya jadi 17rb500,negatif,0.9907398223876953
136,@kompascom Redenominasi ini seperti reboot sistem keuangan jadi uang2 fisik yang tidak terdeteksi sistem BI mau tidak mau akan muncul. Tinggal aparat mau tegas atau tidak mempertanyakan asal uangnya dari mana,,Thu Nov 13 08:33:02 +0000 2025,redenominasi ini seperti reboot sistem keuangan jadi uang2 fisik yang tidak terdeteksi sistem bi mau tidak mau akan muncul. tinggal aparat mau tegas atau tidak mempertanyakan asal uangnya dari mana,negatif,0.9857103228569031
137,@Ges_Sit @sharpandshark @bank_indonesia Lhadhallaaahhhh BI kan lembaga independen bukan dibawah kementrian keuangan. Soal redenominasi kan itu juga baru RUU untuk jadi UU mungkin butuh waktu yang juga tidak sebentar. Prediksi (subyektif) andai harus jadi UU ya setelah 2029.,,Wed Nov 12 06:15:34 +0000 2025,lhadhallaaahhhh bi kan lembaga independen bukan dibawah kementrian keuangan. soal redenominasi kan itu juga baru ruu untuk jadi uu mungkin butuh waktu yang juga tidak sebentar. prediksi (subyektif) andai harus jadi uu ya setelah 2029.,negatif,0.9838185906410217
138,Mengapa pemerintah kembali menggaungkan redenominasi ada catatan penting apa di baliknya? #Ekonomi #AdadiKompas https://t.co/EEkLNSfk6l,,Tue Nov 11 09:21:39 +0000 2025,mengapa pemerintah kembali menggaungkan redenominasi ada catatan penting apa di baliknya? ekonomi adadikompas,netral,0.8848903179168701
139,@lelakicupu2204 thats what i thought agak repot kalo redenominasi memang,,Thu Nov 20 15:18:57 +0000 2025,thats what i thought agak repot kalo redenominasi memang,negatif,0.9594783782958984
140,Ketua Komisi XI DPR RI Mukhamad Misbakhun mengatakan redenominasi mata uang rupiah perlu dilakukan dengan transisi secara bertahap untuk menghindari risiko terhadap stabilitas perekonomian. Kami ingin kebijakan ini berjalan hati-hati dan tidak menimbulkan gangguan di https://t.co/vVAtyQqa0R,,Tue Nov 11 12:42:00 +0000 2025,ketua komisi xi dpr ri mukhamad misbakhun mengatakan redenominasi mata uang rupiah perlu dilakukan dengan transisi secara bertahap untuk menghindari risiko terhadap stabilitas perekonomian. kami ingin kebijakan ini berjalan hati-hati dan tidak menimbulkan gangguan di,positif,0.9567314386367798
141,@Dianaraahmaa WOWOWOW UDAH REDENOMINASI KAH RUPIAH INDO?!??,,Tue Nov 25 02:08:46 +0000 2025,wowowow sudah redenominasi kah rupiah indo?!??,negatif,0.9882587194442749
142,JAMBI HARI INI : (Kamis 13 November 2025) Redenominasi Rupiah Akan Memperkuat Citra Perekonomian Nasional.#News #jhi #JambiHariIni #TVRIJambi #MediaPemersatuBangsa https://t.co/GOomVFwnDA,,Thu Nov 13 11:16:46 +0000 2025,jambi hari ini : (kamis 13 november 2025) redenominasi rupiah akan memperkuat citra perekonomian nasional.news jhi jambihariini tvrijambi mediapemersatubangsa,netral,0.9806386828422546
143,https://t.co/hKNftGMPSy https://t.co/w0dwpPHdLL,,Wed Nov 12 02:23:15 +0000 2025,,positif,0.8911839723587036
144,@doaingwya AOWKWOO REDENOMINASI MAKASI,,Mon Dec 15 01:16:51 +0000 2025,aowkwoo redenominasi terima kasih,netral,0.9721164703369141
145,Duit gue sebenernya udh di redenominasi duluan guys ini 4juta lebih udh bisa beli tiket IYF VIP https://t.co/UucJW5URZ0,,Wed Nov 12 10:54:41 +0000 2025,duit gue sebenarnya sudah di redenominasi duluan guys ini 4juta lebih sudah bisa beli tiket iyf vip,netral,0.8471910357475281
146,Redenominasi Rupiah Butuh Persiapan Tiga Tahun DPR: Harus Dikaji Mendalam https://t.co/VoQ1KokTfz,,Wed Nov 12 08:51:57 +0000 2025,redenominasi rupiah butuh persiapan tiga tahun dpr: harus dikaji mendalam,netral,0.9806915521621704
147,Mari kita lihat satu per satu bagaimana redenominasi itu bisa mempengaruhi kehidupan finansial Anda. 1. Tabungan: Saldo di rekening Anda tidak berkurang nilainya hanya berubah tampilannya.,,Wed Nov 12 11:59:56 +0000 2025,mari kita lihat satu per satu bagaimana redenominasi itu bisa mempengaruhi kehidupan finansial anda. 1. tabungan: saldo di rekening anda tidak berkurang nilainya hanya berubah tampilannya.,positif,0.9149602651596069
148,@Kanseulir Tapi perlu dikaji secara cermat mengenai dampak inflasi akibat redenominasi. Misalnya harga barang yg semula Misalnya 1.713 Rupiah maka stlh redenominasi nilainya pasti dibulatkan ke ratusan terdekat yaitu 1.800 rupiah atau 1 8 Rupiah stlh redenominasi,,Tue Sep 09 12:02:44 +0000 2025,tapi perlu dikaji secara cermat mengenai dampak inflasi akibat redenominasi. misalnya harga barang yang semula misalnya 1.713 rupiah maka setelah redenominasi nilainya pasti dibulatkan ke ratusan terdekat yaitu 1.800 rupiah atau 1 8 rupiah setelah redenominasi,netral,0.8102529644966125
149, [THREAD] Redenominasi Rupiah Emang Penting Banget? Atau Cuma Gimik Ekonomi? Wacana redenominasi rupiah kembali hidup setelah Bank Sentral tegasan belum akan lakukan redenominasi Rupiah alias penghapusan tiga nol di belakang uang kita misalnya Rp1.000 jadi Rp1. Tapi... apa https://t.co/E67YjF6EZg,,Tue Nov 11 11:45:52 +0000 2025,[thread] redenominasi rupiah memang penting banget? atau cuma gimik ekonomi? wacana redenominasi rupiah kembali hidup setelah bank sentral tegasan belum akan lakukan redenominasi rupiah alias penghapusan tiga nol di belakang uang kita misalnya rp1.000 jadi rp1. tapi... apa,negatif,0.8051205277442932
150,@ARSIPAJA Nanti kalo sudah redenominasi...1 ringgit jadi 4 rupiah...,,Thu Nov 13 09:57:14 +0000 2025,nanti kalo sudah redenominasi...1 ringgit jadi 4 rupiah...,netral,0.9844324588775635
151,beritasatu. Menteri Keuangan Purbaya Yudhi Sadewa menegaskan Pemerintah belum membahas pelaksanaan kebijakan tersebut dalam waktu dekat ia menegaskan rencana redenominasi mata uang rupiah sepenuhnya menjadi kewenangan Bank Indonesia (BI). Pemerintah kata dia belum membahas https://t.co/YffnKuMjUM,,Tue Nov 11 05:18:52 +0000 2025,beritasatu. menteri keuangan purbaya yudhi sadewa menegaskan pemerintah belum membahas pelaksanaan kebijakan tersebut dalam waktu dekat ia menegaskan rencana redenominasi mata uang rupiah sepenuhnya menjadi kewenangan bank indonesia (bi). pemerintah kata dia belum membahas,netral,0.9827540516853333
152,@AbahBerry01 Dari Konten Tik Tok.??? Hadeeeew KaLo bikin Narasi yg cerdas Sedikit Redenominasi ga semudah itu Ferguso... Pemikiran dari Orang Yg jelas Keilmuannya ajja blm tentu pas dlm menyimpulkan Redenominasi La kog ini konten entah pemikiran anak SD mana di post,,Wed Sep 10 06:13:39 +0000 2025,dari konten tik tok.??? hadeeeew kalo bikin narasi yang cerdas sedikit redenominasi enggak semudah itu ferguso... pemikiran dari orang yang jelas keilmuannya saja belum tentu pas dalam menyimpulkan redenominasi lah kok ini konten entah pemikiran anak sd mana di post,negatif,0.9934036135673523
